Modulator	TF	significantTriplets	pvalue
Hspd1	Nfkb1	202	8.770761894538737E-14
Hspd1	Tcf3	162	1.4848526926014571E-5
Htr1d	Epas1	184	1.2581454766902311E-9
Htr1d	Psmc3ip	145	0.00307810351166915
Htr1d	Tcf7	148	0.0013640379951170845
Htr1d	Tgif1	182	3.28994298470775E-9
Htr1d	Zfp36l1	268	0.0
Htr2a	Epas1	298	0.0
Htr2a	Nfkb1	438	0.0
Htr2a	Psmc3ip	174	1.2423791595495004E-7
Htr2a	Tcf3	345	0.0
Htr2a	Tcf7	183	2.039871049852593E-9
Htr2a	Zfp36l1	149	0.0010271846261774575
Htr2b	Epas1	174	1.2423791595495004E-7
Htr2b	Tgif1	252	0.0
Htr2c	Tcf3	152	4.228344153047736E-4
Htr2c	Tgif1	173	1.9088342018136473E-7
Htr3a	Epas1	1244	0.0
Htr3a	Nfkb1	148	0.0013640379951170845
Htr3b	Epas1	145	0.00307810351166915
Htr5a	Zfp36l1	182	3.28994298470775E-9
Htr6	Nfkb1	146	0.0023613090385472546
Htr6	Tcf3	244	0.0
Htr6	Tcf7	642	0.0
Htr6	Tgif1	199	4.836131495267182E-13
Htr6	Zfp36l1	316	0.0
Htr7	Psmc3ip	141	0.008350802592771323
Htr7	Tcf3	207	4.6629367034256575E-15
Htra1	Epas1	280	0.0
Htra1	Nfkb1	165	4.848611733110353E-6
Htra1	Psmc3ip	195	4.398370556657483E-12
Htra1	Tcf3	319	0.0
Htra1	Tgif1	223	0.0
Htra1	Zfp36l1	226	0.0
Hyal2	Nfkb1	282	0.0
Hyal2	Tcf3	347	0.0
Hyal2	Zdhhc2	224	0.0
Hyal2	Zfp36l1	163	1.0284176798491806E-5
Icosl	Epas1	340	0.0
Ifitm2	Nfkb1	1183	0.0
Ifitm2	Tcf3	950	0.0
Ifitm2	Tcf7	146	0.0023613090385472546
Ifitm2	Tgif1	407	0.0
Ifitm2	Zfp36l1	642	0.0
Ifitm3	Epas1	164	7.081801022601475E-6
Ifitm3	Nfkb1	894	0.0
Ifitm3	Tcf3	931	0.0
Ifitm3	Tcf7	225	0.0
Ifitm3	Tgif1	334	0.0
Ifitm3	Zfp36l1	490	0.0
Ifitm7	Epas1	145	0.00307810351166915
Ifitm7	Nfkb1	196	2.5515145551935348E-12
Ifitm7	Tcf3	214	1.1102230246251565E-16
Ifitm7	Tcf7	223	0.0
Ifitm7	Tgif1	161	2.131443263708732E-5
Ifitm7	Zdhhc2	217	0.0
Ifitm7	Zfp36l1	442	0.0
Ifnar1	Epas1	150	7.687880084403798E-4
Ifnar1	Tcf7	543	0.0
Ifnar2	Epas1	255	0.0
Ifnar2	Nfkb1	253	0.0
Ifnar2	Tcf3	302	0.0
Ifnar2	Tcf7	187	2.860919279257246E-10
Ifnar2	Tgif1	212	2.220446049250313E-16
Ifnar2	Zfp36l1	179	1.3369621076897431E-8
Ifngr1	Epas1	283	0.0
Ifngr1	Nfkb1	504	0.0
Ifngr1	Psmc3ip	326	0.0
Ifngr1	Tcf3	717	0.0
Ifngr1	Tcf7	378	0.0
Ifngr1	Tgif1	217	0.0
Ifngr1	Zdhhc2	147	0.0018002423278427049
Ifngr1	Zfp36l1	436	0.0
Ifngr2	Tcf7	145	0.00307810351166915
Ifnlr1	Nfkb1	169	1.0063224256118275E-6
Ifnlr1	Tcf3	225	0.0
Ift122	Tcf3	143	0.005133768582017084
Igf1	Nfkb1	141	0.008350802592771323
Igf1	Psmc3ip	178	2.1108174430573E-8
Igf1	Tcf3	256	0.0
Igf1	Tgif1	145	0.00307810351166915
Igf1	Zfp36l1	152	4.228344153047736E-4
Igf1r	Epas1	278	0.0
Igf1r	Nfkb1	157	8.534409825400324E-5
Igf1r	Psmc3ip	163	1.0284176798491806E-5
Igf1r	Tcf3	288	0.0
Igf2r	Epas1	158	6.086820161643747E-5
Igf2r	Nfkb1	183	2.039871049852593E-9
Igf2r	Psmc3ip	245	0.0
Igf2r	Tcf3	252	0.0
Igf2r	Zfp36l1	378	0.0
Igfbp2	Tcf7	291	0.0
Ighg3	Nfkb1	433	0.0
Ighg3	Tcf3	551	0.0
Ighm	Nfkb1	589	0.0
Ighm	Tcf3	452	0.0
Ighm	Zfp36l1	153	3.1073936805958713E-4
Ighv1-54	Epas1	258	0.0
Ighv1-54	Nfkb1	142	0.006568155885549598
Ighv1-54	Psmc3ip	335	0.0
Ighv1-54	Tcf3	417	0.0
Ighv1-54	Tcf7	169	1.0063224256118275E-6
Ighv1-54	Tgif1	401	0.0
Ighv1-54	Zfp36l1	208	2.55351295663786E-15
Igll1	Nfkb1	279	0.0
Igll1	Tcf3	510	0.0
Igll1	Tgif1	210	7.771561172376096E-16
Igll1	Zfp36l1	215	0.0
Igsf3	Tcf3	188	1.7282086872683067E-10
Igsf3	Tgif1	215	0.0
Ihh	Tgif1	205	1.5210055437364645E-14
Ikbkb	Psmc3ip	166	3.3006699013959917E-6
Il10ra	Epas1	285	0.0
Il16	Epas1	186	4.711634415954791E-10
Il16	Psmc3ip	186	4.711634415954791E-10
Il16	Tcf7	146	0.0023613090385472546
Il16	Tgif1	151	5.718873964524196E-4
Il17ra	Tcf3	192	2.186417713545552E-11
Il17rd	Nfkb1	268	0.0
Il17rd	Psmc3ip	233	0.0
Il17rd	Tcf3	290	0.0
Il17rd	Zfp36l1	414	0.0
Il17re	Zfp36l1	202	8.770761894538737E-14
Il18	Nfkb1	188	1.7282086872683067E-10
Il18	Tcf3	237	0.0
Il18	Tgif1	653	0.0
Il1r1	Nfkb1	353	0.0
Il1r1	Tcf3	449	0.0
Il1r1	Tgif1	282	0.0
Il1r1	Zfp36l1	253	0.0
Il1rapl1	Epas1	169	1.0063224256118275E-6
Il1rl1	Nfkb1	234	0.0
Il1rl1	Tcf3	227	0.0
Il1rl1	Tgif1	338	0.0
Il1rl1	Zfp36l1	152	4.228344153047736E-4
Il20ra	Tcf7	240	0.0
Il23r	Tgif1	180	8.42281966395575E-9
Il2ra	Tgif1	246	0.0
Il2rg	Epas1	285	0.0
Il31ra	Epas1	510	0.0
Il31ra	Nfkb1	839	0.0
Il31ra	Psmc3ip	141	0.008350802592771323
Il31ra	Tcf3	715	0.0
Il31ra	Tcf7	340	0.0
Il31ra	Tgif1	235	0.0
Il31ra	Zfp36l1	438	0.0
Il3ra	Epas1	219	0.0
Il3ra	Nfkb1	200	2.751132655021138E-13
Il3ra	Tcf3	187	2.860919279257246E-10
Il3ra	Tcf7	410	0.0
Il3ra	Zfp36l1	166	3.3006699013959917E-6
Il4	Epas1	581	0.0
Il6	Nfkb1	241	0.0
Il6	Tcf3	194	7.544187496932864E-12
Il6	Tgif1	305	0.0
Il6ra	Nfkb1	200	2.751132655021138E-13
Il6ra	Tcf3	184	1.2581454766902311E-9
Il6ra	Zfp36l1	155	1.6481194314832415E-4
Ilk	Epas1	1007	0.0
Ilk	Tcf3	169	1.0063224256118275E-6
Ilk	Tcf7	1022	0.0
Ilk	Tgif1	153	3.1073936805958713E-4
Ilk	Zfp36l1	154	2.269858821103421E-4
Ing2	Nfkb1	296	0.0
Ing2	Psmc3ip	236	0.0
Ing2	Tcf3	362	0.0
Ing2	Tgif1	427	0.0
Ing2	Zdhhc2	291	0.0
Ing2	Zfp36l1	192	2.186417713545552E-11
Inha	Epas1	248	0.0
Inpp5d	Epas1	150	7.687880084403798E-4
Inpp5d	Nfkb1	416	0.0
Inpp5d	Psmc3ip	219	0.0
Inpp5d	Tcf3	352	0.0
Inpp5d	Tcf7	206	8.43769498715119E-15
Inpp5d	Tgif1	344	0.0
Inpp5d	Zfp36l1	170	6.697008005929206E-7
Ins1	Nfkb1	297	0.0
Ins1	Tcf3	160	3.0417907412982892E-5
Ins2	Nfkb1	404	0.0
Ins2	Tcf3	333	0.0
Ins2	Tgif1	213	1.1102230246251565E-16
Ins2	Zfp36l1	189	1.0386125293138093E-10
Insrr	Epas1	148	0.0013640379951170845
Insrr	Tcf3	344	0.0
Iqgap1	Nfkb1	215	0.0
Iqgap1	Zfp36l1	162	1.4848526926014571E-5
Irak1	Tcf7	1064	0.0
Itch	Epas1	199	4.836131495267182E-13
Itch	Nfkb1	400	0.0
Itch	Tcf3	303	0.0
Itch	Zdhhc2	143	0.005133768582017084
Itch	Zfp36l1	364	0.0
Itga10	Tcf3	150	7.687880084403798E-4
Itga3	Tcf7	174	1.2423791595495004E-7
Itga5	Epas1	355	0.0
Itga5	Zfp36l1	329	0.0
Itga6	Epas1	141	0.008350802592771323
Itga6	Nfkb1	181	5.278091741445223E-9
Itga6	Psmc3ip	223	0.0
Itga6	Tcf3	214	1.1102230246251565E-16
Itga6	Tcf7	315	0.0
Itga6	Tgif1	253	0.0
Itga6	Zfp36l1	452	0.0
Itga7	Epas1	166	3.3006699013959917E-6
Itga7	Psmc3ip	406	0.0
Itgal	Epas1	199	4.836131495267182E-13
Itgal	Tcf7	154	2.269858821103421E-4
Itgal	Zfp36l1	149	0.0010271846261774575
Itgam	Epas1	154	2.269858821103421E-4
Itgam	Nfkb1	295	0.0
Itgam	Tcf3	265	0.0
Itgam	Tcf7	207	4.6629367034256575E-15
Itgam	Tgif1	311	0.0
Itgav	Tcf7	602	0.0
Itgax	Nfkb1	196	2.5515145551935348E-12
Itgax	Tcf3	159	4.3155750089285405E-5
Itgax	Tgif1	243	0.0
Itgax	Zfp36l1	154	2.269858821103421E-4
Itgb1	Epas1	220	0.0
Itgb1	Nfkb1	792	0.0
Itgb1	Tcf3	413	0.0
Itgb1	Tcf7	258	0.0
Itgb1	Tgif1	229	0.0
Itgb1	Zfp36l1	326	0.0
Itgb1bp1	Psmc3ip	197	1.4729328867701952E-12
Itgb1bp1	Tcf7	349	0.0
Itgb1bp1	Tgif1	175	8.041815569015398E-8
Itgb2	Epas1	180	8.42281966395575E-9
Itgb2	Nfkb1	449	0.0
Itgb2	Psmc3ip	246	0.0
Itgb2	Tcf3	619	0.0
Itgb2	Tcf7	239	0.0
Itgb2	Tgif1	514	0.0
Itgb2	Zfp36l1	169	1.0063224256118275E-6
Itgb2l	Epas1	300	0.0
Itgb2l	Nfkb1	377	0.0
Itgb2l	Tcf3	216	0.0
Itgb2l	Tgif1	168	1.503662832136321E-6
Itgb2l	Zfp36l1	197	1.4729328867701952E-12
Itgb3	Epas1	254	0.0
Itgb3	Nfkb1	201	1.5576429035490946E-13
Itgb3	Tcf3	297	0.0
Itgb4	Zdhhc2	146	0.0023613090385472546
Itgb5	Epas1	448	0.0
Itgb5	Nfkb1	770	0.0
Itgb5	Psmc3ip	313	0.0
Itgb5	Tcf3	450	0.0
Itgb5	Tgif1	315	0.0
Itgb5	Zdhhc2	239	0.0
Itgb5	Zfp36l1	595	0.0
Itgb7	Epas1	169	1.0063224256118275E-6
Itgb7	Tgif1	185	7.719400674233157E-10
Itk	Epas1	217	0.0
Itk	Nfkb1	419	0.0
Itk	Psmc3ip	244	0.0
Itk	Tcf3	401	0.0
Itk	Tcf7	166	3.3006699013959917E-6
Itk	Tgif1	299	0.0
Itm2b	Nfkb1	381	0.0
Itm2b	Psmc3ip	274	0.0
Itm2b	Tcf3	507	0.0
Itm2b	Tcf7	191	3.6941338876772534E-11
Itm2b	Zfp36l1	233	0.0
Itm2c	Nfkb1	1306	0.0
Itm2c	Tcf3	531	0.0
Itm2c	Tcf7	290	0.0
Itm2c	Tgif1	323	0.0
Itm2c	Zfp36l1	655	0.0
Itpr1	Nfkb1	259	0.0
Itpr1	Psmc3ip	203	4.9182879990894435E-14
Itpr1	Tcf3	310	0.0
Itpr1	Tcf7	315	0.0
Itpr1	Tgif1	242	0.0
Itpr1	Zdhhc2	301	0.0
Itpr1	Zfp36l1	255	0.0
Itpr3	Nfkb1	415	0.0
Itpr3	Tcf3	744	0.0
Itpr3	Tgif1	436	0.0
Itpr3	Zfp36l1	389	0.0
Itsn1	Nfkb1	464	0.0
Itsn1	Psmc3ip	250	0.0
Itsn1	Tcf3	456	0.0
Itsn1	Tgif1	423	0.0
Itsn1	Zdhhc2	180	8.42281966395575E-9
Itsn1	Zfp36l1	411	0.0
Jag2	Nfkb1	237	0.0
Jag2	Tcf7	285	0.0
Jak1	Epas1	257	0.0
Jak1	Nfkb1	481	0.0
Jak1	Tcf3	451	0.0
Jak1	Tgif1	242	0.0
Jak1	Zdhhc2	193	1.2875478461182865E-11
Jak1	Zfp36l1	320	0.0
Jak2	Tcf7	654	0.0
Jmjd6	Epas1	207	4.6629367034256575E-15
Jph1	Zfp36l1	214	1.1102230246251565E-16
Jph2	Epas1	172	2.916654073814584E-7
Jph2	Nfkb1	211	4.440892098500626E-16
Jph2	Psmc3ip	193	1.2875478461182865E-11
Jph2	Tcf3	352	0.0
Jph2	Tgif1	194	7.544187496932864E-12
Jph2	Zfp36l1	185	7.719400674233157E-10
Jph3	Nfkb1	171	4.431930378245852E-7
Jph3	Tcf3	179	1.3369621076897431E-8
Jph3	Tgif1	521	0.0
Jph3	Zfp36l1	249	0.0
Jph4	Epas1	148	0.0013640379951170845
Jup	Tcf7	173	1.9088342018136473E-7
Kalrn	Psmc3ip	245	0.0
Kars	Epas1	407	0.0
Kars	Nfkb1	251	0.0
Kars	Psmc3ip	164	7.081801022601475E-6
Kars	Tcf3	340	0.0
Kars	Tcf7	986	0.0
Kars	Tgif1	286	0.0
Kars	Zdhhc2	191	3.6941338876772534E-11
Kars	Zfp36l1	317	0.0
Kcna5	Tcf7	164	7.081801022601475E-6
Kcnc2	Nfkb1	180	8.42281966395575E-9
Kcnc2	Psmc3ip	253	0.0
Kcnc2	Tcf3	264	0.0
Kcnc2	Tcf7	250	0.0
Kcnc2	Tgif1	503	0.0
Kcnh1	Psmc3ip	216	0.0
Kcnh1	Tcf3	198	8.461009670668318E-13
Kcnh1	Tgif1	156	1.1895332408573545E-4
Kcnh3	Epas1	592	0.0
Kcnh3	Nfkb1	415	0.0
Kcnh3	Tcf3	520	0.0
Kcnh3	Tcf7	336	0.0
Kcnh3	Tgif1	152	4.228344153047736E-4
Kcnh3	Zfp36l1	300	0.0
Kcnh8	Epas1	267	0.0
Kcnh8	Nfkb1	269	0.0
Kcnh8	Tcf3	176	5.1770141729079455E-8
Kcnh8	Tcf7	222	0.0
Kcnh8	Zfp36l1	249	0.0
Kcnk2	Nfkb1	665	0.0
Kcnk2	Psmc3ip	260	0.0
Kcnk2	Tcf3	795	0.0
Kcnk2	Tcf7	460	0.0
Kcnk2	Tgif1	510	0.0
Kcnk2	Zfp36l1	400	0.0
Kcnk3	Nfkb1	156	1.1895332408573545E-4
Kcnk3	Psmc3ip	183	2.039871049852593E-9
Kcnn4	Tgif1	188	1.7282086872683067E-10
Kctd12	Tgif1	147	0.0018002423278427049
Kctd16	Nfkb1	262	0.0
Kctd16	Tcf3	334	0.0
Kctd16	Tcf7	322	0.0
Kctd16	Zfp36l1	163	1.0284176798491806E-5
Kctd8	Tcf7	167	2.2341343067777686E-6
Kctd8	Tgif1	205	1.5210055437364645E-14
Khdrbs1	Epas1	184	1.2581454766902311E-9
Kit	Psmc3ip	183	2.039871049852593E-9
Kit	Tgif1	163	1.0284176798491806E-5
Kitl	Nfkb1	584	0.0
Kitl	Psmc3ip	210	7.771561172376096E-16
Kitl	Tcf3	467	0.0
Kitl	Tcf7	273	0.0
Kitl	Tgif1	154	2.269858821103421E-4
Kitl	Zdhhc2	145	0.00307810351166915
Kitl	Zfp36l1	176	5.1770141729079455E-8
Klb	Zfp36l1	145	0.00307810351166915
Klf9	Nfkb1	254	0.0
Klf9	Tcf3	219	0.0
Klf9	Zfp36l1	208	2.55351295663786E-15
Kras	Psmc3ip	186	4.711634415954791E-10
Kras	Tgif1	190	6.209965874859336E-11
Kremen1	Nfkb1	170	6.697008005929206E-7
Kremen1	Tcf3	141	0.008350802592771323
Krt19	Epas1	466	0.0
Krt19	Nfkb1	311	0.0
Krt19	Psmc3ip	350	0.0
Krt19	Tcf3	542	0.0
Krt19	Tcf7	392	0.0
Krt19	Tgif1	288	0.0
Krt19	Zdhhc2	161	2.131443263708732E-5
Krt19	Zfp36l1	240	0.0
Krt8	Tcf3	204	2.7422508708241367E-14
Krt8	Tgif1	297	0.0
L1cam	Epas1	259	0.0
L1cam	Nfkb1	144	0.003987619452512692
L1cam	Tcf3	248	0.0
L1cam	Tcf7	266	0.0
L1cam	Tgif1	159	4.3155750089285405E-5
L1cam	Zfp36l1	147	0.0018002423278427049
Lag3	Epas1	317	0.0
Lag3	Tcf3	150	7.687880084403798E-4
Lag3	Tcf7	240	0.0
Lag3	Tgif1	166	3.3006699013959917E-6
Lamp1	Epas1	492	0.0
Lamp1	Nfkb1	584	0.0
Lamp1	Psmc3ip	178	2.1108174430573E-8
Lamp1	Tcf7	275	0.0
Lamp1	Tgif1	374	0.0
Lamp1	Zdhhc2	232	0.0
Lamp1	Zfp36l1	946	0.0
Lamtor1	Epas1	302	0.0
Lamtor1	Nfkb1	370	0.0
Lamtor1	Psmc3ip	262	0.0
Lamtor1	Tcf3	660	0.0
Lamtor1	Tcf7	146	0.0023613090385472546
Lamtor1	Tgif1	329	0.0
Lamtor1	Zdhhc2	191	3.6941338876772534E-11
Lamtor1	Zfp36l1	280	0.0
Lancl1	Tgif1	240	0.0
Lancl2	Nfkb1	173	1.9088342018136473E-7
Lancl2	Zdhhc2	166	3.3006699013959917E-6
Lancl3	Tcf3	144	0.003987619452512692
Lancl3	Tcf7	240	0.0
Lancl3	Tgif1	141	0.008350802592771323
Lat	Tcf3	205	1.5210055437364645E-14
Lat	Tgif1	738	0.0
Lat2	Tgif1	200	2.751132655021138E-13
Lax1	Nfkb1	188	1.7282086872683067E-10
Lck	Psmc3ip	231	0.0
Lck	Tcf3	233	0.0
Lck	Tcf7	249	0.0
Lck	Tgif1	146	0.0023613090385472546
Lcp1	Epas1	179	1.3369621076897431E-8
Lcp1	Nfkb1	276	0.0
Lcp1	Tcf3	155	1.6481194314832415E-4
Lcp1	Tcf7	465	0.0
Lcp1	Tgif1	161	2.131443263708732E-5
Lcp1	Zfp36l1	247	0.0
Lcp2	Epas1	443	0.0
Lcp2	Tgif1	194	7.544187496932864E-12
Lgals3	Epas1	215	0.0
Lgals3	Nfkb1	481	0.0
Lgals3	Psmc3ip	187	2.860919279257246E-10
Lgals3	Tcf3	714	0.0
Lgals3	Tcf7	149	0.0010271846261774575
Lgals3	Tgif1	450	0.0
Lgals3	Zdhhc2	395	0.0
Lgals3	Zfp36l1	575	0.0
Lgr4	Psmc3ip	204	2.7422508708241367E-14
Lgr6	Epas1	217	0.0
Lgr6	Psmc3ip	167	2.2341343067777686E-6
Lgr6	Tcf7	472	0.0
Lgr6	Tgif1	272	0.0
Lifr	Epas1	156	1.1895332408573545E-4
Limd1	Epas1	443	0.0
Limd1	Nfkb1	884	0.0
Limd1	Psmc3ip	302	0.0
Limd1	Tcf3	1373	0.0
Limd1	Tcf7	251	0.0
Limd1	Tgif1	492	0.0
Limd1	Zdhhc2	233	0.0
Limd1	Zfp36l1	335	0.0
Lime1	Epas1	149	0.0010271846261774575
Lime1	Nfkb1	190	6.209965874859336E-11
Lime1	Tcf3	371	0.0
Lims1	Epas1	201	1.5576429035490946E-13
Lims1	Tcf7	189	1.0386125293138093E-10
Lims1	Tgif1	146	0.0023613090385472546
Lims2	Psmc3ip	165	4.848611733110353E-6
Lims2	Tcf7	182	3.28994298470775E-9
Lims2	Tgif1	206	8.43769498715119E-15
Lingo1	Nfkb1	624	0.0
Lingo1	Psmc3ip	160	3.0417907412982892E-5
Lingo1	Tcf3	434	0.0
Lingo1	Tcf7	473	0.0
Lingo1	Tgif1	171	4.431930378245852E-7
Lingo1	Zfp36l1	201	1.5576429035490946E-13
Litaf	Nfkb1	459	0.0
Litaf	Tcf3	339	0.0
Litaf	Zdhhc2	229	0.0
Litaf	Zfp36l1	230	0.0
Llgl1	Tcf7	152	4.228344153047736E-4
Lpar1	Nfkb1	155	1.6481194314832415E-4
Lpar1	Tcf3	237	0.0
Lpar1	Tcf7	178	2.1108174430573E-8
Lpar1	Zdhhc2	178	2.1108174430573E-8
Lpar6	Epas1	204	2.7422508708241367E-14
Lpar6	Nfkb1	401	0.0
Lpar6	Tcf3	408	0.0
Lpar6	Zfp36l1	179	1.3369621076897431E-8
Lpxn	Nfkb1	156	1.1895332408573545E-4
Lpxn	Psmc3ip	147	0.0018002423278427049
Lpxn	Tcf3	274	0.0
Lpxn	Tgif1	215	0.0
Lpxn	Zfp36l1	468	0.0
Lrba	Tcf7	490	0.0
Lrch1	Psmc3ip	171	4.431930378245852E-7
Lrch1	Tgif1	296	0.0
Lrig2	Epas1	215	0.0
Lrig2	Tcf7	198	8.461009670668318E-13
Lrp6	Epas1	157	8.534409825400324E-5
Lrp6	Tcf7	183	2.039871049852593E-9
Lrp8	Tcf7	210	7.771561172376096E-16
Lrp8	Zdhhc2	159	4.3155750089285405E-5
Lrr1	Epas1	245	0.0
Lrr1	Nfkb1	182	3.28994298470775E-9
Lrr1	Tgif1	288	0.0
Lrrc1	Psmc3ip	257	0.0
Lrrc1	Tcf7	413	0.0
Lrrc1	Zdhhc2	143	0.005133768582017084
Lrrc27	Epas1	202	8.770761894538737E-14
Lrrc27	Tcf3	183	2.039871049852593E-9
Lrrc27	Tcf7	212	2.220446049250313E-16
Lrrc27	Zfp36l1	169	1.0063224256118275E-6
Lrrc4	Epas1	239	0.0
Lrrc4	Nfkb1	323	0.0
Lrrc4	Psmc3ip	199	4.836131495267182E-13
Lrrc4	Tcf3	378	0.0
Lrrc4	Tcf7	369	0.0
Lrrc4	Tgif1	258	0.0
Lrrc4	Zfp36l1	278	0.0
Lrrc40	Epas1	753	0.0
Lrrc40	Nfkb1	217	0.0
Lrrc40	Psmc3ip	181	5.278091741445223E-9
Lrrc40	Tcf3	315	0.0
Lrrc40	Tcf7	443	0.0
Lrrc40	Tgif1	142	0.006568155885549598
Lrrc40	Zdhhc2	158	6.086820161643747E-5
Lrrc40	Zfp36l1	264	0.0
Lrrc4c	Zdhhc2	174	1.2423791595495004E-7
Lrrc8b	Nfkb1	198	8.461009670668318E-13
Lrrc8b	Psmc3ip	167	2.2341343067777686E-6
Lrrc8b	Tcf3	330	0.0
Lrrc8c	Nfkb1	535	0.0
Lrrc8c	Tcf3	544	0.0
Lrrc8c	Tcf7	256	0.0
Lrrc8c	Tgif1	489	0.0
Lrrc8c	Zfp36l1	558	0.0
Lrrc8d	Tcf3	232	0.0
Lrrc8d	Zfp36l1	202	8.770761894538737E-14
Lrrc8e	Tcf3	154	2.269858821103421E-4
Lrrc8e	Zdhhc2	247	0.0
Lrrk2	Tcf7	182	3.28994298470775E-9
Lrrk2	Tgif1	188	1.7282086872683067E-10
Lrrtm1	Nfkb1	495	0.0
Lrrtm1	Psmc3ip	251	0.0
Lrrtm1	Tcf3	520	0.0
Lrrtm1	Tgif1	374	0.0
Lrrtm1	Zfp36l1	216	0.0
Lrrtm3	Nfkb1	167	2.2341343067777686E-6
Lrrtm3	Tcf3	141	0.008350802592771323
Lrrtm3	Tgif1	205	1.5210055437364645E-14
Lrrtm4	Nfkb1	159	4.3155750089285405E-5
Lrrtm4	Psmc3ip	155	1.6481194314832415E-4
Lrrtm4	Tcf3	149	0.0010271846261774575
Lrrtm4	Tcf7	170	6.697008005929206E-7
Lrrtm4	Zfp36l1	144	0.003987619452512692
Ltb	Epas1	284	0.0
Ltb	Psmc3ip	176	5.1770141729079455E-8
Ltb4r1	Epas1	336	0.0
Ltbr	Nfkb1	324	0.0
Ltbr	Tcf3	302	0.0
Ltbr	Tcf7	177	3.3146764555347374E-8
Ltbr	Tgif1	226	0.0
Ltbr	Zfp36l1	237	0.0
Ltk	Nfkb1	208	2.55351295663786E-15
Ltk	Psmc3ip	479	0.0
Ltk	Tcf3	308	0.0
Ltk	Tgif1	249	0.0
Ltk	Zfp36l1	149	0.0010271846261774575
Ly6e	Epas1	267	0.0
Ly6e	Nfkb1	212	2.220446049250313E-16
Ly6e	Psmc3ip	232	0.0
Ly6e	Tcf3	454	0.0
Ly6e	Tcf7	240	0.0
Ly6e	Tgif1	414	0.0
Ly6e	Zdhhc2	144	0.003987619452512692
Ly6e	Zfp36l1	316	0.0
Ly75	Nfkb1	1121	0.0
Ly75	Tcf3	886	0.0
Ly75	Tcf7	148	0.0013640379951170845
Ly75	Tgif1	151	5.718873964524196E-4
Ly75	Zfp36l1	422	0.0
Ly96	Nfkb1	193	1.2875478461182865E-11
Ly96	Tcf3	174	1.2423791595495004E-7
Lyn	Tcf3	156	1.1895332408573545E-4
Lyn	Tcf7	330	0.0
Lynx1	Zdhhc2	148	0.0013640379951170845
Lypd1	Nfkb1	212	2.220446049250313E-16
Lypd1	Psmc3ip	391	0.0
Lypd1	Tcf3	609	0.0
Lypd1	Tcf7	186	4.711634415954791E-10
Lypd1	Tgif1	219	0.0
Lypd6b	Nfkb1	370	0.0
Lypd6b	Psmc3ip	144	0.003987619452512692
Lypd6b	Tcf3	826	0.0
Lypd6b	Zdhhc2	181	5.278091741445223E-9
Lypd6b	Zfp36l1	210	7.771561172376096E-16
Lzts2	Nfkb1	318	0.0
Lzts2	Psmc3ip	193	1.2875478461182865E-11
Lzts2	Tcf3	254	0.0
Lzts2	Tcf7	177	3.3146764555347374E-8
Lzts2	Tgif1	189	1.0386125293138093E-10
Lzts2	Zfp36l1	304	0.0
Maged1	Epas1	324	0.0
Maged1	Nfkb1	274	0.0
Maged1	Psmc3ip	248	0.0
Maged1	Tcf3	428	0.0
Maged1	Tcf7	149	0.0010271846261774575
Maged1	Tgif1	237	0.0
Maged1	Zdhhc2	141	0.008350802592771323
Maged1	Zfp36l1	150	7.687880084403798E-4
Magi2	Nfkb1	587	0.0
Magi2	Psmc3ip	351	0.0
Magi2	Tcf3	816	0.0
Magi2	Tcf7	199	4.836131495267182E-13
Magi2	Tgif1	512	0.0
Magi2	Zfp36l1	420	0.0
Magi3	Nfkb1	159	4.3155750089285405E-5
Magi3	Psmc3ip	142	0.006568155885549598
Magi3	Tcf3	303	0.0
Magi3	Tgif1	144	0.003987619452512692
Map2k2	Psmc3ip	153	3.1073936805958713E-4
Map2k2	Tcf7	200	2.751132655021138E-13
Map3k12	Psmc3ip	203	4.9182879990894435E-14
Map3k12	Tcf3	211	4.440892098500626E-16
Map3k12	Tcf7	176	5.1770141729079455E-8
Map3k12	Zdhhc2	208	2.55351295663786E-15
Map4k2	Epas1	191	3.6941338876772534E-11
Map4k2	Psmc3ip	268	0.0
Map4k2	Tcf7	245	0.0
Mapk1	Epas1	532	0.0
Mapk1	Nfkb1	156	1.1895332408573545E-4
Mapk1	Tcf3	193	1.2875478461182865E-11
Mapk1	Zdhhc2	440	0.0
Mapk10	Nfkb1	281	0.0
Mapk10	Psmc3ip	241	0.0
Mapk10	Tcf3	313	0.0
Mapk10	Tgif1	164	7.081801022601475E-6
Mapk3	Tcf7	220	0.0
Mapk8ip1	Epas1	302	0.0
Mapk8ip1	Zfp36l1	193	1.2875478461182865E-11
Mapk8ip3	Epas1	211	4.440892098500626E-16
Mapkap1	Epas1	414	0.0
Mapkap1	Nfkb1	202	8.770761894538737E-14
Mapkap1	Tcf3	618	0.0
Mapkap1	Tcf7	459	0.0
Mapkap1	Tgif1	228	0.0
Mapkap1	Zfp36l1	238	0.0
Mapt	Epas1	395	0.0
Mapt	Nfkb1	311	0.0
Mapt	Psmc3ip	165	4.848611733110353E-6
Mapt	Tcf3	244	0.0
Mapt	Tgif1	203	4.9182879990894435E-14
Mapt	Zfp36l1	171	4.431930378245852E-7
Marco	Psmc3ip	159	4.3155750089285405E-5
Marco	Tcf3	144	0.003987619452512692
Marco	Tcf7	187	2.860919279257246E-10
Mark1	Epas1	288	0.0
Mark1	Nfkb1	213	1.1102230246251565E-16
