Modulator	TF	significantTriplets	pvalue
Tmprss6	Epas1	375	0.0
Tmprss6	Tcf7	259	0.0
Tmprss6	Tgif1	163	1.0284176798491806E-5
Tmprss6	Zfp36l1	205	1.5210055437364645E-14
Tnfaip8l3	Nfkb1	165	4.848611733110353E-6
Tnfaip8l3	Tcf3	191	3.6941338876772534E-11
Tnfrsf10b	Epas1	200	2.751132655021138E-13
Tnfrsf10b	Nfkb1	417	0.0
Tnfrsf10b	Tcf3	826	0.0
Tnfrsf10b	Zfp36l1	302	0.0
Tnfrsf12a	Epas1	234	0.0
Tnfrsf12a	Nfkb1	267	0.0
Tnfrsf12a	Psmc3ip	176	5.1770141729079455E-8
Tnfrsf12a	Tcf3	501	0.0
Tnfrsf12a	Tcf7	1255	0.0
Tnfrsf12a	Tgif1	319	0.0
Tnfrsf12a	Zfp36l1	212	2.220446049250313E-16
Tnfrsf18	Nfkb1	828	0.0
Tnfrsf18	Tcf3	218	0.0
Tnfrsf18	Zfp36l1	342	0.0
Tnfrsf19	Nfkb1	202	8.770761894538737E-14
Tnfrsf19	Tcf3	342	0.0
Tnfrsf1b	Epas1	145	0.00307810351166915
Tnfrsf21	Nfkb1	206	8.43769498715119E-15
Tnfrsf21	Psmc3ip	145	0.00307810351166915
Tnfrsf21	Tgif1	177	3.3146764555347374E-8
Tnfrsf22	Nfkb1	410	0.0
Tnfrsf22	Tcf3	146	0.0023613090385472546
Tnfrsf22	Zfp36l1	177	3.3146764555347374E-8
Tnfrsf25	Epas1	360	0.0
Tnfrsf25	Nfkb1	631	0.0
Tnfrsf25	Tcf3	700	0.0
Tnfrsf25	Tcf7	152	4.228344153047736E-4
Tnfrsf25	Zfp36l1	426	0.0
Tnfsf12	Epas1	228	0.0
Tnfsf12	Nfkb1	508	0.0
Tnfsf12	Psmc3ip	282	0.0
Tnfsf12	Tcf3	270	0.0
Tnfsf12	Tgif1	239	0.0
Tnfsf12	Zdhhc2	146	0.0023613090385472546
Tnfsf12	Zfp36l1	424	0.0
Tnfsf13b	Epas1	151	5.718873964524196E-4
Tnfsf13b	Nfkb1	551	0.0
Tnfsf13b	Tcf3	687	0.0
Tnfsf13b	Zfp36l1	201	1.5576429035490946E-13
Tnfsf9	Nfkb1	156	1.1895332408573545E-4
Tnfsf9	Tcf7	804	0.0
Tnfsf9	Tgif1	144	0.003987619452512692
Tnik	Tcf3	153	3.1073936805958713E-4
Tnk1	Nfkb1	542	0.0
Tnk1	Tcf3	685	0.0
Tnk1	Tgif1	154	2.269858821103421E-4
Tnk1	Zfp36l1	447	0.0
Tnk2	Epas1	142	0.006568155885549598
Tnk2	Nfkb1	149	0.0010271846261774575
Tnk2	Tcf3	204	2.7422508708241367E-14
Tnk2	Tgif1	175	8.041815569015398E-8
Tnk2	Zfp36l1	161	2.131443263708732E-5
Tpcn1	Tcf3	177	3.3146764555347374E-8
Tradd	Epas1	289	0.0
Tradd	Nfkb1	312	0.0
Tradd	Psmc3ip	247	0.0
Tradd	Tcf3	316	0.0
Tradd	Tgif1	291	0.0
Tradd	Zdhhc2	165	4.848611733110353E-6
Tradd	Zfp36l1	335	0.0
Traf2	Tcf3	338	0.0
Traf3	Nfkb1	209	1.3322676295501878E-15
Traf3	Tcf3	190	6.209965874859336E-11
Traf3	Tcf7	234	0.0
Traf3	Zfp36l1	180	8.42281966395575E-9
Traf4	Nfkb1	368	0.0
Traf4	Tcf3	283	0.0
Traf4	Zfp36l1	168	1.503662832136321E-6
Traf5	Tgif1	497	0.0
Traf7	Tcf3	168	1.503662832136321E-6
Traf7	Tcf7	740	0.0
Trem2	Epas1	174	1.2423791595495004E-7
Treml1	Nfkb1	1013	0.0
Treml1	Tcf3	806	0.0
Treml1	Tcf7	144	0.003987619452512692
Treml1	Zfp36l1	630	0.0
Trf	Tgif1	152	4.228344153047736E-4
Trf	Zdhhc2	157	8.534409825400324E-5
Trim16	Epas1	324	0.0
Trip6	Epas1	151	5.718873964524196E-4
Trip6	Nfkb1	389	0.0
Trip6	Tcf3	550	0.0
Trip6	Tgif1	171	4.431930378245852E-7
Trip6	Zfp36l1	262	0.0
Trpa1	Nfkb1	315	0.0
Trpa1	Tcf3	277	0.0
Trpa1	Tgif1	190	6.209965874859336E-11
Trpa1	Zfp36l1	171	4.431930378245852E-7
Trpm2	Tcf3	228	0.0
Trpm2	Tgif1	182	3.28994298470775E-9
Trpv4	Epas1	208	2.55351295663786E-15
Trpv4	Nfkb1	296	0.0
Tsg101	Epas1	168	1.503662832136321E-6
Tsku	Nfkb1	307	0.0
Tsku	Tcf3	201	1.5576429035490946E-13
Tspan10	Nfkb1	501	0.0
Tspan10	Tcf3	368	0.0
Tspan10	Tgif1	176	5.1770141729079455E-8
Tspan10	Zfp36l1	213	1.1102230246251565E-16
Tspan13	Epas1	217	0.0
Tspan13	Nfkb1	292	0.0
Tspan13	Tcf3	252	0.0
Tspan13	Tgif1	256	0.0
Tspan14	Nfkb1	310	0.0
Tspan14	Psmc3ip	156	1.1895332408573545E-4
Tspan14	Tcf3	463	0.0
Tspan14	Tcf7	221	0.0
Tspan14	Tgif1	297	0.0
Tspan14	Zfp36l1	496	0.0
Tspan17	Tcf7	504	0.0
Tspan2	Tgif1	196	2.5515145551935348E-12
Tspan3	Epas1	264	0.0
Tspan3	Nfkb1	223	0.0
Tspan3	Psmc3ip	147	0.0018002423278427049
Tspan3	Tcf3	310	0.0
Tspan3	Tgif1	156	1.1895332408573545E-4
Tspan3	Zfp36l1	214	1.1102230246251565E-16
Tspan31	Nfkb1	213	1.1102230246251565E-16
Tspan31	Tcf3	161	2.131443263708732E-5
Tspan32	Nfkb1	163	1.0284176798491806E-5
Tspan32	Tcf3	161	2.131443263708732E-5
Tspan32	Zfp36l1	149	0.0010271846261774575
Tspan33	Nfkb1	243	0.0
Tspan33	Psmc3ip	236	0.0
Tspan33	Tcf3	282	0.0
Tspan33	Tgif1	463	0.0
Tspan4	Epas1	546	0.0
Tspan4	Nfkb1	403	0.0
Tspan4	Psmc3ip	698	0.0
Tspan4	Tcf3	673	0.0
Tspan4	Tcf7	849	0.0
Tspan4	Tgif1	483	0.0
Tspan4	Zdhhc2	157	8.534409825400324E-5
Tspan4	Zfp36l1	414	0.0
Tspan5	Zdhhc2	302	0.0
Tspan6	Psmc3ip	187	2.860919279257246E-10
Tspan6	Tcf3	190	6.209965874859336E-11
Tspan6	Tcf7	162	1.4848526926014571E-5
Tspan7	Epas1	185	7.719400674233157E-10
Tspan7	Nfkb1	583	0.0
Tspan7	Tcf3	155	1.6481194314832415E-4
Tspan7	Zdhhc2	465	0.0
Tspan8	Tcf7	354	0.0
Tspan8	Zfp36l1	288	0.0
Tspan9	Nfkb1	295	0.0
Tspan9	Tcf3	142	0.006568155885549598
Tspan9	Tcf7	253	0.0
Tulp3	Nfkb1	213	1.1102230246251565E-16
Tulp3	Psmc3ip	148	0.0013640379951170845
Tulp3	Tcf3	271	0.0
Tulp3	Tcf7	350	0.0
Tulp3	Zfp36l1	309	0.0
Txk	Epas1	220	0.0
Txk	Tcf7	199	4.836131495267182E-13
Tyro3	Epas1	273	0.0
Tyro3	Nfkb1	155	1.6481194314832415E-4
Tyro3	Psmc3ip	142	0.006568155885549598
Tyro3	Tcf3	230	0.0
Tyro3	Tcf7	180	8.42281966395575E-9
Tyro3	Zfp36l1	265	0.0
Ube2b	Epas1	154	2.269858821103421E-4
Ube2b	Nfkb1	171	4.431930378245852E-7
Ube2b	Psmc3ip	188	1.7282086872683067E-10
Ube2b	Tcf3	297	0.0
Ube2b	Tcf7	159	4.3155750089285405E-5
Ube2b	Tgif1	208	2.55351295663786E-15
Ube2b	Zdhhc2	144	0.003987619452512692
Ube2b	Zfp36l1	173	1.9088342018136473E-7
Ubqln2	Epas1	331	0.0
Ubqln2	Psmc3ip	159	4.3155750089285405E-5
Ubqln2	Tcf3	308	0.0
Uchl1	Epas1	224	0.0
Uchl1	Nfkb1	814	0.0
Uchl1	Psmc3ip	154	2.269858821103421E-4
Uchl1	Tcf3	444	0.0
Uchl1	Tgif1	669	0.0
Uchl1	Zdhhc2	295	0.0
Uchl1	Zfp36l1	166	3.3006699013959917E-6
Unc13a	Nfkb1	190	6.209965874859336E-11
Unc13b	Psmc3ip	168	1.503662832136321E-6
Unc13b	Tcf7	268	0.0
Unc5a	Epas1	208	2.55351295663786E-15
Unc5a	Nfkb1	245	0.0
Unc5a	Tcf3	241	0.0
Unc5a	Tcf7	177	3.3146764555347374E-8
Unc5a	Zfp36l1	206	8.43769498715119E-15
Unc5b	Nfkb1	299	0.0
Unc5b	Psmc3ip	394	0.0
Unc5b	Tcf3	393	0.0
Unc5b	Tcf7	191	3.6941338876772534E-11
Unc5b	Tgif1	210	7.771561172376096E-16
Unc5b	Zdhhc2	249	0.0
Unc5b	Zfp36l1	248	0.0
Unc5d	Tcf3	269	0.0
Upk1a	Epas1	347	0.0
Upk1a	Nfkb1	570	0.0
Upk1a	Tcf3	436	0.0
Upk1a	Tcf7	188	1.7282086872683067E-10
Upk1a	Tgif1	259	0.0
Upk1a	Zfp36l1	246	0.0
Upk1b	Nfkb1	161	2.131443263708732E-5
Upk1b	Tcf3	152	4.228344153047736E-4
Usp8	Nfkb1	200	2.751132655021138E-13
Usp8	Tcf3	247	0.0
Usp8	Zfp36l1	239	0.0
Vasn	Nfkb1	488	0.0
Vasn	Psmc3ip	163	1.0284176798491806E-5
Vasn	Tcf3	794	0.0
Vasn	Tgif1	449	0.0
Vasn	Zdhhc2	214	1.1102230246251565E-16
Vasn	Zfp36l1	396	0.0
Vav2	Epas1	431	0.0
Vav2	Nfkb1	341	0.0
Vav2	Tcf3	206	8.43769498715119E-15
Vav2	Tcf7	285	0.0
Vav2	Tgif1	157	8.534409825400324E-5
Vav2	Zfp36l1	147	0.0018002423278427049
Vcam1	Epas1	214	1.1102230246251565E-16
Vcam1	Nfkb1	569	0.0
Vcam1	Psmc3ip	225	0.0
Vcam1	Tcf3	529	0.0
Vcam1	Tcf7	216	0.0
Vcam1	Tgif1	360	0.0
Vcam1	Zfp36l1	518	0.0
Vim	Nfkb1	964	0.0
Vim	Tcf3	587	0.0
Vim	Tgif1	234	0.0
Vim	Zfp36l1	837	0.0
Vmn1r18	Epas1	232	0.0
Vmn1r18	Tgif1	152	4.228344153047736E-4
Vmn1r192	Epas1	653	0.0
Vmn1r192	Nfkb1	409	0.0
Vmn1r192	Tcf3	309	0.0
Vmn1r192	Tcf7	197	1.4729328867701952E-12
Vmn1r192	Zfp36l1	284	0.0
Vmn1r200	Epas1	160	3.0417907412982892E-5
Vmn1r200	Nfkb1	329	0.0
Vmn1r200	Tcf3	442	0.0
Vmn1r200	Tcf7	320	0.0
Vmn1r200	Tgif1	174	1.2423791595495004E-7
Vmn1r201	Epas1	268	0.0
Vmn1r201	Nfkb1	249	0.0
Vmn1r201	Tcf3	367	0.0
Vmn1r202	Nfkb1	157	8.534409825400324E-5
Vmn1r212	Epas1	166	3.3006699013959917E-6
Vmn1r219	Tgif1	192	2.186417713545552E-11
Vmn1r220	Epas1	293	0.0
Vmn1r220	Tcf7	163	1.0284176798491806E-5
Vmn1r225	Epas1	238	0.0
Vmn1r225	Tcf3	197	1.4729328867701952E-12
Vmn1r225	Tgif1	258	0.0
Vmn1r226	Epas1	152	4.228344153047736E-4
Vmn1r226	Nfkb1	1008	0.0
Vmn1r226	Psmc3ip	199	4.836131495267182E-13
Vmn1r226	Tcf3	969	0.0
Vmn1r226	Tgif1	241	0.0
Vmn1r226	Zfp36l1	377	0.0
Vmn1r227	Nfkb1	145	0.00307810351166915
Vmn1r230	Tgif1	214	1.1102230246251565E-16
Vmn1r231	Nfkb1	151	5.718873964524196E-4
Vmn1r231	Tcf3	162	1.4848526926014571E-5
Vmn1r232	Epas1	237	0.0
Vmn1r232	Nfkb1	740	0.0
Vmn1r232	Psmc3ip	210	7.771561172376096E-16
Vmn1r232	Tcf3	831	0.0
Vmn1r232	Tcf7	146	0.0023613090385472546
Vmn1r232	Tgif1	334	0.0
Vmn1r232	Zfp36l1	459	0.0
Vmn1r42	Tgif1	151	5.718873964524196E-4
Vmn1r43	Epas1	148	0.0013640379951170845
Vmn1r43	Nfkb1	338	0.0
Vmn1r43	Tcf3	181	5.278091741445223E-9
Vmn1r43	Zfp36l1	378	0.0
Vmn1r46	Epas1	756	0.0
Vmn1r46	Nfkb1	459	0.0
Vmn1r46	Tcf3	235	0.0
Vmn1r46	Tcf7	423	0.0
Vmn1r46	Zfp36l1	248	0.0
Vmn1r47	Tgif1	339	0.0
Vmn1r50	Nfkb1	220	0.0
Vmn1r75	Epas1	353	0.0
Vmn1r75	Psmc3ip	152	4.228344153047736E-4
Vmn1r75	Tcf3	169	1.0063224256118275E-6
Vmn1r75	Zfp36l1	184	1.2581454766902311E-9
Vmn2r1	Nfkb1	434	0.0
Vmn2r1	Tcf3	383	0.0
Vmn2r1	Tcf7	212	2.220446049250313E-16
Vmn2r1	Zfp36l1	388	0.0
Vmn2r10	Tgif1	155	1.6481194314832415E-4
Vmn2r29	Epas1	426	0.0
Vmn2r29	Tcf3	254	0.0
Vmn2r29	Tcf7	193	1.2875478461182865E-11
Vmn2r4	Epas1	147	0.0018002423278427049
Vmn2r4	Tcf7	188	1.7282086872683067E-10
Vmn2r4	Tgif1	325	0.0
Vmn2r4	Zfp36l1	200	2.751132655021138E-13
Vmn2r7	Tcf3	159	4.3155750089285405E-5
Vmn2r7	Tcf7	146	0.0023613090385472546
Vmn2r7	Tgif1	375	0.0
Vmn2r7	Zfp36l1	152	4.228344153047736E-4
Vps35	Nfkb1	259	0.0
Vps35	Tcf3	536	0.0
Vps35	Tgif1	159	4.3155750089285405E-5
Vps35	Zdhhc2	446	0.0
Vps35	Zfp36l1	306	0.0
Vsir	Tcf3	174	1.2423791595495004E-7
Vsir	Tcf7	298	0.0
Vsir	Tgif1	179	1.3369621076897431E-8
Vwc2l	Epas1	144	0.003987619452512692
Vwc2l	Tcf7	244	0.0
Wdpcp	Tcf3	172	2.916654073814584E-7
Wdr19	Epas1	234	0.0
Wisp2	Epas1	168	1.503662832136321E-6
Wisp2	Nfkb1	187	2.860919279257246E-10
Wisp2	Psmc3ip	203	4.9182879990894435E-14
Wisp2	Tcf3	241	0.0
Wisp2	Tcf7	145	0.00307810351166915
Wisp2	Tgif1	277	0.0
Wisp2	Zfp36l1	173	1.9088342018136473E-7
Wls	Nfkb1	364	0.0
Wls	Tcf3	320	0.0
Wls	Tcf7	156	1.1895332408573545E-4
Wls	Zfp36l1	336	0.0
Wnt2	Epas1	212	2.220446049250313E-16
Wnt2	Nfkb1	506	0.0
Wnt2	Psmc3ip	178	2.1108174430573E-8
Wnt2	Tcf3	468	0.0
Wnt2	Tcf7	248	0.0
Wnt2	Zfp36l1	319	0.0
Wnt7b	Tcf7	296	0.0
Wnt9b	Epas1	179	1.3369621076897431E-8
Wnt9b	Tcf3	166	3.3006699013959917E-6
Wwc1	Nfkb1	210	7.771561172376096E-16
Wwc1	Psmc3ip	160	3.0417907412982892E-5
Wwc1	Tcf3	229	0.0
Wwc1	Tgif1	251	0.0
Wwc1	Zdhhc2	391	0.0
Wwox	Epas1	234	0.0
Wwox	Zfp36l1	189	1.0386125293138093E-10
Yes1	Nfkb1	556	0.0
Yes1	Tcf3	724	0.0
Yes1	Tcf7	436	0.0
Yes1	Zfp36l1	469	0.0
Ywhae	Epas1	244	0.0
Ywhae	Nfkb1	189	1.0386125293138093E-10
Ywhae	Psmc3ip	169	1.0063224256118275E-6
Ywhae	Tcf3	204	2.7422508708241367E-14
Ywhah	Tcf3	158	6.086820161643747E-5
Ywhah	Tcf7	242	0.0
Ywhah	Tgif1	150	7.687880084403798E-4
Ywhah	Zdhhc2	199	4.836131495267182E-13
Ywhah	Zfp36l1	216	0.0
Zfyve27	Nfkb1	156	1.1895332408573545E-4
Zfyve27	Tcf3	219	0.0
Zgpat	Epas1	547	0.0
Zgpat	Nfkb1	217	0.0
Zgpat	Tcf3	387	0.0
Zgpat	Tcf7	201	1.5576429035490946E-13
Zgpat	Zfp36l1	395	0.0
Zmat3	Nfkb1	164	7.081801022601475E-6
Zmat3	Tcf3	248	0.0
Zmat3	Zdhhc2	386	0.0
